ts,y
1818-01-01,60.458333333333336
1818-02-01,33.857142857142854
1818-03-01,39.0
1818-04-01,56.13333333333333
1818-05-01,86.09677419354838
1818-06-01,56.666666666666664
1818-07-01,47.483870967741936
1818-08-01,61.16129032258065
1818-09-01,40.0
1818-10-01,57.225806451612904
1818-11-01,24.666666666666668
1818-12-01,43.516129032258064
1819-01-01,56.064516129032256
1819-02-01,33.785714285714285
1819-03-01,9.96774193548387
1819-04-01,40.13333333333333
1819-05-01,32.61290322580645
1819-06-01,64.9
1819-07-01,75.51612903225806
1819-08-01,51.67741935483871
1819-09-01,25.5
1819-10-01,50.0
1819-11-01,39.43333333333333
1819-12-01,53.225806451612904
1820-01-01,32.193548387096776
1820-02-01,38.48275862068966
1820-03-01,17.06451612903226
1820-04-01,27.933333333333334
1820-05-01,37.58064516129032
1820-06-01,20.266666666666666
1820-07-01,28.838709677419356
1820-08-01,37.483870967741936
1820-09-01,11.633333333333333
1820-10-01,20.129032258064516
1820-11-01,20.8
1820-12-01,27.161290322580644
1821-01-01,21.096774193548388
1821-02-01,8.142857142857142
1821-03-01,10.96774193548387
1821-04-01,15.9
1821-05-01,2.806451612903226
1821-06-01,3.8
1821-07-01,7.870967741935484
1821-08-01,11.0
1821-09-01,7.966666666666667
1821-10-01,32.0
1821-11-01,8.1
1821-12-01,0.41935483870967744
1822-01-01,0.0
1822-02-01,1.5
1822-03-01,27.0
1822-04-01,22.466666666666665
1822-05-01,3.225806451612903
1822-06-01,9.933333333333334
1822-07-01,16.129032258064516
1822-08-01,3.4193548387096775
1822-09-01,0.0
1822-10-01,0.5806451612903226
1822-11-01,0.0
1822-12-01,0.0
1823-01-01,0.0
1823-02-01,0.0
1823-03-01,2.7096774193548385
1823-04-01,0.0
1823-05-01,0.0
1823-06-01,0.0
1823-07-01,1.1612903225806452
1823-08-01,0.0
1823-09-01,0.0
1823-10-01,0.0
1823-11-01,0.0
1823-12-01,33.0
1824-01-01,37.12903225806452
1824-02-01,38.0
1824-03-01,2.4516129032258065
1824-04-01,37.833333333333336
1824-05-01,9.096774193548388
1824-06-01,0.0
1824-07-01,0.0
1824-08-01,4.516129032258065
1824-09-01,22.366666666666667
1824-10-01,38.064516129032256
1824-11-01,6.666666666666667
1824-12-01,1.1612903225806452
1825-01-01,10.096774193548388
1825-02-01,23.214285714285715
1825-03-01,35.61290322580645
1825-04-01,5.2
1825-05-01,25.774193548387096
1825-06-01,25.266666666666666
1825-07-01,51.935483870967744
1825-08-01,42.58064516129032
1825-09-01,30.866666666666667
1825-10-01,27.193548387096776
1825-11-01,22.4
1825-12-01,36.29032258064516
1826-01-01,24.548387096774192
1826-02-01,31.892857142857142
1826-03-01,60.96774193548387
1826-04-01,38.266666666666666
1826-05-01,54.58064516129032
1826-06-01,60.36666666666667
1826-07-01,85.54838709677419
1826-08-01,66.03225806451613
1826-09-01,31.566666666666666
1826-10-01,86.16129032258064
1826-11-01,75.46666666666667
1826-12-01,120.25806451612904
1827-01-01,59.03225806451613
1827-02-01,80.17857142857143
1827-03-01,98.29032258064517
1827-04-01,76.7
1827-05-01,94.2258064516129
1827-06-01,86.33333333333333
1827-07-01,70.38709677419355
1827-08-01,88.09677419354838
1827-09-01,82.63333333333334
1827-10-01,87.35483870967742
1827-11-01,81.46666666666667
1827-12-01,72.2258064516129
1828-01-01,85.41935483870968
1828-02-01,105.82758620689656
1828-03-01,109.41935483870968
1828-04-01,99.3
1828-05-01,149.29032258064515
1828-06-01,156.2
1828-07-01,90.35483870967742
1828-08-01,127.3225806451613
1828-09-01,83.93333333333334
1828-10-01,97.0
1828-11-01,95.63333333333334
1828-12-01,71.58064516129032
1829-01-01,72.3225806451613
1829-02-01,80.14285714285714
1829-03-01,122.54838709677419
1829-04-01,158.23333333333332
1829-05-01,111.58064516129032
1829-06-01,120.8
1829-07-01,151.25806451612902
1829-08-01,128.0
1829-09-01,87.96666666666667
1829-10-01,97.09677419354838
1829-11-01,118.0
1829-12-01,95.16129032258064
1830-01-01,92.45161290322581
1830-02-01,125.25
1830-03-01,132.61290322580646
1830-04-01,175.86666666666667
1830-05-01,115.6774193548387
1830-06-01,109.76666666666667
1830-07-01,71.35483870967742
1830-08-01,79.90322580645162
1830-09-01,105.3
1830-10-01,143.5483870967742
1830-11-01,136.66666666666666
1830-12-01,135.96774193548387
1831-01-01,79.06451612903226
1831-02-01,84.14285714285714
1831-03-01,158.90322580645162
1831-04-01,94.36666666666666
1831-05-01,63.38709677419355
1831-06-01,57.5
1831-07-01,76.6774193548387
1831-08-01,91.35483870967742
1831-09-01,65.06666666666666
1831-10-01,86.35483870967742
1831-11-01,70.83333333333333
1831-12-01,48.87096774193548
1832-01-01,55.483870967741936
1832-02-01,84.41379310344827
1832-03-01,89.19354838709677
1832-04-01,48.8
1832-05-01,68.41935483870968
1832-06-01,46.43333333333333
1832-07-01,25.419354838709676
1832-08-01,14.774193548387096
1832-09-01,13.966666666666667
1832-10-01,32.38709677419355
1832-11-01,22.766666666666666
1832-12-01,50.935483870967744
1833-01-01,27.64516129032258
1833-02-01,27.5
