ts,y
2012-01-01 00:00:00,1300.576323987539
2012-01-01 01:00:00,1404.4859813084113
2012-01-01 02:00:00,1384.3052959501558
2012-01-01 03:00:00,1325.3457943925234
2012-01-01 04:00:00,1292.2772585669782
2012-01-01 05:00:00,1270.404984423676
2012-01-01 06:00:00,1294.6043613707166
2012-01-01 07:00:00,1335.8691588785048
2012-01-01 08:00:00,1351.202492211838
2012-01-01 09:00:00,1435.342679127726
2012-01-01 10:00:00,1507.0249221183801
2012-01-01 11:00:00,1516.5015576323988
2012-01-01 12:00:00,1698.5327102803737
2012-01-01 13:00:00,1681.0467289719627
2012-01-01 14:00:00,1703.423676012461
2012-01-01 15:00:00,1712.8442367601247
2012-01-01 16:00:00,1714.3364485981308
2012-01-01 17:00:00,1810.1931464174454
2012-01-01 18:00:00,1978.342679127726
2012-01-01 19:00:00,1978.6791277258567
2012-01-01 20:00:00,1980.834890965732
2012-01-01 21:00:00,1945.271028037383
2012-01-01 22:00:00,1891.6915887850466
2012-01-01 23:00:00,1727.1869158878505
2012-01-02 00:00:00,1521.361370716511
2012-01-02 01:00:00,1324.5576323987539
2012-01-02 02:00:00,1298.9283489096574
2012-01-02 03:00:00,1254.1557632398753
2012-01-02 04:00:00,1242.01246105919
2012-01-02 05:00:00,1326.9501557632398
2012-01-02 06:00:00,1533.9034267912773
2012-01-02 07:00:00,1802.2803738317757
2012-01-02 08:00:00,1944.6978193146417
2012-01-02 09:00:00,2366.246105919003
2012-01-02 10:00:00,2662.8068535825546
2012-01-02 11:00:00,2777.601246105919
2012-01-02 12:00:00,2940.457943925234
2012-01-02 13:00:00,2940.3333333333335
2012-01-02 14:00:00,2950.504672897196
2012-01-02 15:00:00,2950.1090342679126
2012-01-02 16:00:00,3012.1183800623053
2012-01-02 17:00:00,3111.3489096573207
2012-01-02 18:00:00,3326.9906542056074
2012-01-02 19:00:00,3270.221183800623
2012-01-02 20:00:00,3170.7881619937693
2012-01-02 21:00:00,3067.4517133956388
2012-01-02 22:00:00,2711.11214953271
2012-01-02 23:00:00,2271.4922118380064
2012-01-03 00:00:00,1756.3177570093458
2012-01-03 01:00:00,1465.4517133956385
2012-01-03 02:00:00,1396.778816199377
2012-01-03 03:00:00,1337.4205607476636
2012-01-03 04:00:00,1272.1183800623053
2012-01-03 05:00:00,1321.6292834890967
2012-01-03 06:00:00,1519.3738317757009
2012-01-03 07:00:00,1819.9096573208724
2012-01-03 08:00:00,1936.7320872274142
2012-01-03 09:00:00,2416.386292834891
2012-01-03 10:00:00,2696.373831775701
2012-01-03 11:00:00,2744.5825545171338
2012-01-03 12:00:00,2853.3956386292834
2012-01-03 13:00:00,2914.0280373831774
2012-01-03 14:00:00,2957.1931464174454
2012-01-03 15:00:00,2902.4392523364486
2012-01-03 16:00:00,2956.133956386293
2012-01-03 17:00:00,3104.177570093458
2012-01-03 18:00:00,3273.8380062305296
2012-01-03 19:00:00,3259.361370716511
2012-01-03 20:00:00,3047.2834890965732
2012-01-03 21:00:00,2928.9345794392525
2012-01-03 22:00:00,2703.744548286604
2012-01-03 23:00:00,2254.1495327102803
2012-01-04 00:00:00,1747.3084112149534
2012-01-04 01:00:00,1440.9127725856697
2012-01-04 02:00:00,1369.545171339564
2012-01-04 03:00:00,1307.2242990654206
2012-01-04 04:00:00,1238.981308411215
2012-01-04 05:00:00,1316.202492211838
2012-01-04 06:00:00,1529.4610591900312
2012-01-04 07:00:00,1850.0747663551401
2012-01-04 08:00:00,1963.785046728972
2012-01-04 09:00:00,2421.2118380062307
2012-01-04 10:00:00,2677.457943925234
2012-01-04 11:00:00,2754.133956386293
2012-01-04 12:00:00,2856.436137071651
2012-01-04 13:00:00,2905.654205607477
2012-01-04 14:00:00,2925.7196261682243
2012-01-04 15:00:00,2959.697819314642
2012-01-04 16:00:00,2997.2585669781934
2012-01-04 17:00:00,3066.8442367601247
2012-01-04 18:00:00,3319.97507788162
2012-01-04 19:00:00,3293.221183800623
2012-01-04 20:00:00,3089.6947040498444
2012-01-04 21:00:00,2972.5295950155764
2012-01-04 22:00:00,2754.0342679127725
2012-01-04 23:00:00,2287.06230529595
2012-01-05 00:00:00,1789.619937694704
2012-01-05 01:00:00,1493.632398753894
2012-01-05 02:00:00,1407.3271028037384
2012-01-05 03:00:00,1351.7383177570093
2012-01-05 04:00:00,1292.576323987539
2012-01-05 05:00:00,1341.7538940809968
2012-01-05 06:00:00,1541.9065420560748
2012-01-05 07:00:00,1856.6635514018692
2012-01-05 08:00:00,1970.607476635514
2012-01-05 09:00:00,2403.0841121495328
2012-01-05 10:00:00,2692.542056074766
2012-01-05 11:00:00,2751.713395638629
2012-01-05 12:00:00,2868.3177570093458
2012-01-05 13:00:00,2942.6573208722743
2012-01-05 14:00:00,2937.685358255452
2012-01-05 15:00:00,2978.595015576324
2012-01-05 16:00:00,2998.7943925233644
2012-01-05 17:00:00,3107.644859813084
2012-01-05 18:00:00,3284.059190031153
2012-01-05 19:00:00,3281.722741433022
2012-01-05 20:00:00,3067.9003115264795
2012-01-05 21:00:00,2920.691588785047
2012-01-05 22:00:00,2676.0872274143303
2012-01-05 23:00:00,2246.4548286604363
2012-01-06 00:00:00,1768.0031152647975
2012-01-06 01:00:00,1458.214953271028
2012-01-06 02:00:00,1386.03738317757
2012-01-06 03:00:00,1325.6884735202493
2012-01-06 04:00:00,1293.4517133956385
2012-01-06 05:00:00,1332.3520249221183
2012-01-06 06:00:00,1548.1900311526479
2012-01-06 07:00:00,1877.778816199377
2012-01-06 08:00:00,1991.2087227414331
2012-01-06 09:00:00,2421.345794392523
2012-01-06 10:00:00,2727.2959501557634
2012-01-06 11:00:00,2790.0342679127725
2012-01-06 12:00:00,2843.4766355140187
2012-01-06 13:00:00,2932.495327102804
2012-01-06 14:00:00,2927.2803738317757
2012-01-06 15:00:00,2934.6510903426793
2012-01-06 16:00:00,2996.1464174454827
2012-01-06 17:00:00,3080.4174454828662
2012-01-06 18:00:00,3288.090342679128
2012-01-06 19:00:00,3265.6168224299067
2012-01-06 20:00:00,3160.9003115264795
2012-01-06 21:00:00,2969.323987538941
2012-01-06 22:00:00,2761.3052959501556
2012-01-06 23:00:00,2379.0498442367602
2012-01-07 00:00:00,1831.398753894081
2012-01-07 01:00:00,1499.018691588785
2012-01-07 02:00:00,1382.7258566978194
2012-01-07 03:00:00,1289.9096573208724
2012-01-07 04:00:00,1250.4859813084113
2012-01-07 05:00:00,1319.6417445482866
2012-01-07 06:00:00,1511.2274143302182
2012-01-07 07:00:00,1826.6884735202493
2012-01-07 08:00:00,1924.6043613707166
2012-01-07 09:00:00,2357.4205607476633
2012-01-07 10:00:00,2693.669781931464
2012-01-07 11:00:00,2755.713395638629
2012-01-07 12:00:00,2904.1090342679126
2012-01-07 13:00:00,2946.2367601246106
2012-01-07 14:00:00,2910.373831775701
2012-01-07 15:00:00,2947.286604361371
2012-01-07 16:00:00,2978.0560747663553
2012-01-07 17:00:00,3063.3115264797507
2012-01-07 18:00:00,3277.595015576324
2012-01-07 19:00:00,3240.0031152647975
2012-01-07 20:00:00,3158.654205607477
2012-01-07 21:00:00,3039.4205607476633
2012-01-07 22:00:00,2734.744548286604
2012-01-07 23:00:00,2378.7258566978194
2012-01-08 00:00:00,1843.1433021806854
2012-01-08 01:00:00,1516.526479750779
2012-01-08 02:00:00,1438.0872274143303
2012-01-08 03:00:00,1361.6168224299065
2012-01-08 04:00:00,1233.018691588785
2012-01-08 05:00:00,1301.6666666666667
2012-01-08 06:00:00,1475.2834890965732
2012-01-08 07:00:00,1789.5295950155764
2012-01-08 08:00:00,1845.5514018691588
2012-01-08 09:00:00,2280.8068535825546
